번호 Number,등급 Level,어휘 Vocabulary,품사 Word class,길잡이말 Guide
1299,6급,수려하다,형용사,외모가 수려하다
1300,6급,수립,명사,정책 수립
1301,6급,수목,명사,수목이 울창하다
1302,6급,수발01,명사,수발을 들다
1303,6급,수법,명사,수법이 교묘하다
1304,6급,수분01,명사,수분을 섭취하다
1305,6급,수비,명사,철통 수비
1306,6급,수사관,명사,수사관이 조사하다
1307,6급,수산업,명사,수산업에 종사하다
1308,6급,수상하다02,형용사,수상한 행동
1309,6급,수색,명사,수색 작업
1310,6급,수소문,명사,수소문 끝에
1311,6급,수송,명사,수송 차량
1312,6급,수완,명사,수완이 좋다
1313,6급,수용02,명사,수용 인원
1314,6급,수용자00,명사,미디어 수용자
1315,6급,수월하다,형용사,찾기가 수월하다
1316,6급,수재민00,명사,태풍 수재민
1317,6급,수줍다,형용사,미소가 수줍다
1318,6급,수중02,명사,수중 탐사
1319,6급,수지,명사,수지 타산
1320,6급,수차례,명사,수차례에 걸치다
1321,6급,수치01,명사,수치를 느끼다
1322,6급,수컷,명사,수컷과 암컷
1323,6급,수평,명사,수평을 유지하다
1324,6급,수평선,명사,수평선을 바라보다
1325,6급,수혈,명사,수혈을 받다
1326,6급,수혜자,명사,장학금 수혜자
1327,6급,수화기,명사,수화기를 대다
1328,6급,숙맥,명사,숙맥처럼 굴다
1329,6급,순발력,명사,순발력이 뛰어나다
1330,6급,순수성00,명사,혈통의 순수성
1331,6급,순응,명사,자연 순응
1332,6급,순전히,부사,순전히 착각이다
1333,6급,순조롭다,형용사,순조로운 출발
1334,6급,순환기00,명사,순환기가 약하다
1335,6급,숨죽이다,동사,숨죽이고 엿듣다
1336,6급,숭고하다,형용사,숭고한 가치
1337,6급,숭늉,명사,숭늉을 뜨다
1338,6급,숭배,명사,우상 숭배
1339,6급,쉽사리,부사,쉽사리 무너지다
1340,6급,스러지다,동사,구름이 스러지다
1341,6급,스며들다,동사,향기가 스며들다
1342,6급,스미다,동사,땀이 스미다
1343,6급,슬그머니,부사,슬그머니 달아나다
1344,6급,슬며시,부사,슬며시 눕다
1345,6급,습성,명사,습성을 지니다
1346,6급,승려,명사,승려와 신도
1347,6급,승마,명사,승마 자세
1348,6급,승승장구,명사,
1349,6급,승인,명사,승인을 받다
1350,6급,승자,명사,승자의 여유
1351,6급,-시,접사,등한시
1352,6급,시간대,명사,출퇴근 시간대
1353,6급,시급히,부사,시급히 떠나다
1354,6급,시기상조,명사,
1355,6급,시늉,명사,자는 시늉
1368,6급,시적01∙시적02,관형사∙ 명사,시적 표현
1357,6급,시련,명사,시련을 겪다
1358,6급,시름,명사,시름에 잠기다
1359,6급,시무룩하다,형용사,표정이 시무룩하다
1360,6급,시비01,명사,시비를 가리다
1361,6급,시사하다,동사,교훈을 시사하다
1362,6급,시상01,명사,시상을 받다
1363,6급,시시각각,명사,
1364,6급,시신,명사,시신을 안치하다
1365,6급,시원섭섭하다,형용사,시원섭섭한 기분
1366,6급,시원시원하다,형용사,성격이 시원시원하다
1367,6급,시인01,명사,범행 시인
1400,6급,실질적01∙ 실질적02,관형사∙ 명사,실질적 이익
1369,6급,시정03,명사,오류의 시정
1370,6급,시종일관,명사,
1371,6급,시중01,명사,시중을 들다
1372,6급,시즌,명사,졸업 시즌
1373,6급,시행착오,명사,
1374,6급,식단,명사,식단을 짜다
1375,6급,식량난00,명사,식량난을 겪다
1376,6급,식민지,명사,식민지로 삼다
1377,6급,식용,명사,식용으로 기르다
1378,6급,식은땀,명사,식은땀을 흘리다
1379,6급,신명,명사,신명이 나다
1380,6급,신비롭다,형용사,신비로운 분위기
1381,6급,신상,명사,신상 정보
1382,6급,신설,명사,신설 학교
1383,6급,신세01,명사,신세를 지다
1384,6급,신음,명사,신음 소리
1385,6급,신의,명사,신의가 두텁다
1386,6급,신인,명사,신인 배우
1387,6급,신임01,명사,신임을 얻다
1388,6급,신자,명사,기독교 신자
1389,6급,신종,명사,신종 사기
1390,6급,신진대사,명사,신진대사가 활발하다
1391,6급,신축성,명사,신축성이 강하다
1392,6급,신하,명사,신하를 거느리다
1393,6급,실마리,명사,실마리를 풀다
1394,6급,실상01/실상02,명사/부사,실상을 밝히다
1395,6급,실상03,명사,북한의 실상
1396,6급,실외,명사,실외 공기
1397,6급,실용화,명사,실용화 가능성
1398,6급,실정02,명사,실정에 밝다
1399,6급,실질,명사,실질 권한
1401,6급,실천적01∙ 실천적02,관형사∙ 명사,실천적 학문
1451,6급,압도적01∙ 압도적02,관형사∙ 명사,압도적 승리
1402,6급,심경,명사,심경이 복잡하다
1403,6급,심성,명사,심성이 곱다
1404,6급,심의,명사,심의를 거치다
1405,6급,심혈,명사,심혈 질환
1406,6급,심화,명사,심화 학습
1407,6급,심히,부사,심히 걱정스럽다
1408,6급,십시일반,명사,
1409,6급,싱그럽다,형용사,싱그러운 계절
1410,6급,싸늘하다,형용사,싸늘한 기운
1411,6급,싹02,부사,싹 자르다
1412,6급,싹트다,동사,사랑이 싹트다
1413,6급,쌍방,명사,쌍방 과실
1414,6급,쌍벽,명사,쌍벽을 이루다
1415,6급,쏠리다,동사,한쪽으로 쏠리다
1416,6급,씁쓸하다,형용사,씁쓸한 맛
1417,6급,아낌없다,형용사,아낌없는 사랑
1418,6급,아낌없이,부사,아낌없이 주다
1419,6급,아늑하다,형용사,아늑한 침실
1420,6급,아득하다,형용사,기억이 아득하다
1421,6급,아랑곳없이,부사,아랑곳없이 떠들다
1422,6급,아무쪼록,부사,
1423,6급,아부,명사,아부를 떨다
1424,6급,아비,명사,아비와 어미
1425,6급,아슬아슬,부사,아슬아슬 넘기다
1426,6급,아우르다,동사,전체를 아우르다
1427,6급,아찔하다,형용사,아찔한 순간
1428,6급,악01,명사,악이 오르다
1429,6급,악성00,명사,악성 바이러스
1430,6급,악역,명사,악역을 맡다
1431,6급,악하다,형용사,악한 마음
1432,6급,안간힘,명사,안간힘을 쏟다
1433,6급,안건,명사,안건을 토의하다
1434,6급,안달,명사,안달이 나다
1435,6급,안락,명사,안락을 추구하다
1436,6급,안락사,명사,안락사를 요구하다
1437,6급,안목,명사,안목이 높다
1438,6급,안쓰럽다,형용사,안쓰러운 마음
1439,6급,안이하다,형용사,안이한 생각
1440,6급,안일,명사,안일에 빠지다
1441,6급,안절부절,부사,안절부절 서성거리다
1442,6급,안주01,명사,현실 안주
1443,6급,알선,명사,취업 알선
1444,6급,알아채다,동사,속셈을 알아채다
1445,6급,암기력00,명사,암기력이 뛰어나다
1446,6급,암시,명사,암시를 받다
1447,6급,암컷,명사,암컷과 수컷
1448,6급,암호,명사,암호를 풀다
1449,6급,암흑기,명사,암흑기를 거치다
1450,6급,압도,명사,압도를 시키다
1524,6급,여성적01∙ 여성적02,관형사∙ 명사,여성적 취향
1452,6급,압박감,명사,압박감을 느끼다
1453,6급,압축,명사,압축 효과
1454,6급,앞다투다,동사,앞다퉈 뛰어들다
1455,6급,앞당기다,동사,계획을 앞당기다
1456,6급,앞장,명사,앞장을 서다
1457,6급,애지중지,부사,애지중지 키우다
1458,6급,애착,명사,애착을 가지다
1459,6급,애창곡,명사,애창곡을 부르다
1460,6급,애초01,명사,애초의 계획
1461,6급,애틋하다,형용사,애틋한 마음
1462,6급,야광,명사,야광 스티커
1463,6급,야기,명사,문제 야기
1464,6급,야단맞다,동사,선생님께 야단맞다
1465,6급,야당,명사,야당 의원
1466,6급,약물,명사,약물을 먹다
1467,6급,약세00,명사,약세를 보이다
1468,6급,약소하다00,형용사,약소한 선물
1469,6급,약탈,명사,약탈을 벌이다
1470,6급,얌체,명사,얌체 운전자
1471,6급,양상,명사,복잡한 양상
1472,6급,양성03,명사,인재 양성
1473,6급,양성평등,명사,양성평등을 주장하다
1474,6급,양식06,명사,양식이 바닥나다
1475,6급,양질,명사,양질의 서비스
1476,6급,양측,명사,양측 의견
1477,6급,얕보다,동사,얕보는 말투
1478,6급,어감00,명사,어감이 좋다
1479,6급,어금니,명사,어금니를 깨물다
1480,6급,어김없이,부사,어김없이 지키다
1481,6급,어둑어둑,부사,어둑어둑 해가 지다
1482,6급,어렴풋이,부사,어렴풋이 생각나다
1483,6급,어리다01,동사,눈물이 어리다
1484,6급,어리둥절하다,형용사,어리둥절한 모양
1485,6급,어마어마하다,형용사,규모가 어마어마하다
1486,6급,어민,명사,어민 마을
1487,6급,어부지리,명사,
1488,6급,어설프다,형용사,어설픈 연기
1489,6급,어수선하다,형용사,방이 어수선하다
1490,6급,어조,명사,어조가 부드럽다
1491,6급,어지럽히다,동사,눈앞을 어지럽히다
1492,6급,어처구니,명사,어처구니가 없다
1493,6급,어처구니없다,형용사,어처구니없는 행동
1494,6급,어투,명사,다정한 어투
1495,6급,억세다,형용사,줄기가 억세다
1496,6급,억수,명사,억수로 퍼붓다
1497,6급,억압,명사,종교 억압
1498,6급,억지,명사,억지를 부리다
1499,6급,언뜻,부사,언뜻 보이다
1500,6급,언론사,명사,언론사 기자
1501,6급,언행,명사,언행이 바르다
1502,6급,얻어맞다,동사,따귀를 얻어맞다
1503,6급,얼,명사,민족의 얼
1504,6급,얼버무리다,동사,대답을 얼버무리다
1505,6급,얼핏,부사,얼핏 보다
1506,6급,얽매이다,동사,관습에 얽매이다
1507,6급,엄두,명사,엄두가 나다
1508,6급,엄중하다,형용사,경비가 엄중하다
1509,6급,엄지,명사,엄지를 들다
1510,6급,업소,명사,판매 업소
1511,6급,업자,명사,부동산 업자
1512,6급,업종,명사,인기 업종
1513,6급,엇갈리다,동사,길이 엇갈리다
1514,6급,엉금엉금,부사,엉금엉금 기어가다
1515,6급,엉기다,동사,반죽이 엉기다
1516,6급,엉성하다,형용사,차림새가 엉성하다
1517,6급,엉키다,동사,선이 엉키다
1518,6급,엎다,동사,상을 엎다
1519,6급,에워싸다,동사,경호원이 에워싸다
1520,6급,여당,명사,여당의 정책
1521,6급,여류,명사,여류 시인
1522,6급,여리다,형용사,피부가 여리다
1523,6급,여성상00,명사,이상적인 여성상
1534,6급,역동적01∙ 역동적02,관형사∙ 명사,역동적 변화
1525,6급,여아00,명사,여아를 낳다
1526,6급,여야,명사,여야 회담
1527,6급,여의다,동사,부모를 여의다
1528,6급,여지00/여지,명사/의존명사,선택의 여지
1529,6급,여파,명사,여파가 밀려오다
1530,6급,역겹다,형용사,냄새가 역겹다
1531,6급,역경,명사,역경과 고난
1532,6급,역대,명사,역대 대통령
1533,6급,역도,명사,역도 선수
1554,6급,열성적01∙ 열성적02,관형사∙ 명사,열정적 태도
1535,6급,역량,명사,역량을 강화하다
1536,6급,역지사지,명사,
1537,6급,역효과,명사,역효과가 나다
1538,6급,연계,명사,연계 상품
1539,6급,연대01,명사,연대 미상
1540,6급,연료,명사,연료를 공급하다
1541,6급,연비,명사,연비가 줄다
1542,6급,연상01,명사,연상의 연인
1543,6급,연약하다,형용사,연약한 여자
1544,6급,연연하다01/연연하다02,동사/형용사,과거에 연연하다
1545,6급,연잇다,동사,폭우가 연잇다
1546,6급,연장자,명사,연장자를 우대하다
1547,6급,연재,명사,신문 연재
1548,6급,연초,명사,연초 계획
1549,6급,열거,명사,항목 열거
1550,6급,열광,명사,열광의 도가니
1551,6급,열띠다,형용사,열띤 토론
1552,6급,열망,명사,열망이 크다
1553,6급,열성00,명사,열성 유전자
1606,6급,외적01∙외적02,관형사∙ 명사,외적 조건
1555,6급,열악하다,형용사,열악한 환경
1556,6급,열풍01,명사,열풍이 불다
1557,6급,염두,명사,염두에 두다
1558,6급,염려,명사,주위의 염려
1559,6급,염원,명사,민족의 염원
1560,6급,염증,명사,염증이 생기다
1561,6급,염치,명사,염치가 없다
1562,6급,영광,명사,영광을 돌리다
1563,6급,영락없이00,부사,영락없이 똑같다
1564,6급,영리,명사,영리 목적
1565,6급,영문01,명사,영문을 모르다
1566,6급,영문02,명사,영문을 해석하다
1567,6급,영세민,명사,영세민을 착취하다
1568,6급,영양사00,명사,학교 영양사
1569,6급,영입,명사,선수 영입
1570,6급,영장,명사,영장을 발부하다
1571,6급,영재,명사,영재를 발굴하다
1572,6급,영토,명사,영토를 늘리다
1573,6급,예견,명사,예견이 적중하다
1574,6급,예리하다,형용사,예리한 송곳
1575,6급,예배,명사,예배를 드리다
1576,6급,예사롭다,형용사,예사로운 일
1577,6급,예수,명사,예수를 믿다
1578,6급,예술성,명사,예술성이 짙다
1579,6급,예의범절,명사,예의범절을 지키다
1580,6급,예체능,명사,예체능 과목
1581,6급,오기01,명사,오기가 생기다
1582,6급,오르막길,명사,오르막길을 오르다
1583,6급,오른팔,명사,오른팔을 쓰다
1584,6급,오붓하다,형용사,오붓한 분위기
1585,6급,오죽,부사,오죽 힘들면
1586,6급,옥상,명사,옥상에 올라가다
1587,6급,온실가스00,명사,온실가스를 배출하다
1588,6급,온전하다,형용사,온전한 상태
1589,6급,올바로,부사,올바로 인식하다
1590,6급,옷깃,명사,옷깃을 세우다
1591,6급,옷자락,명사,옷자락을 붙잡다
1592,6급,옹기종기,부사,옹기종기 모이다
1593,6급,완만하다02,형용사,완만한 경사
1594,6급,완주,명사,마라톤 완주
1595,6급,완화,명사,규제 완화
1596,6급,왈가왈부,명사,
1597,6급,왕궁,명사,화려한 왕궁
1598,6급,왕권,명사,왕권을 유지하다
1599,6급,왕위,명사,왕위 계승
1600,6급,왕조,명사,조선 왕조
1601,6급,왜곡,명사,역사 왜곡
1602,6급,왜소하다,형용사,왜소한 체격
1603,6급,외무부00,명사,외무부 직원
1604,6급,외신,명사,외신 기자
1605,6급,외유내강,명사,
1609,6급,외형적01∙ 외형적02,관형사∙ 명사,외형적 모습
1607,6급,외제,명사,외제 상품
1608,6급,외형,명사,외형이 아름답다
1629,6급,우발적01∙ 우발적02,관형사∙ 명사,우발적 사고
1610,6급,외환,명사,외환 위기
1611,6급,요건,명사,요건을 갖추다
1612,6급,요란,명사,요란을 떨다
1613,6급,요양,명사,요양 시설
1614,6급,요양원,명사,요양원을 방문하다
1615,6급,요점,명사,요점을 간추리다
1616,6급,요컨대,부사,
1617,6급,요트,명사,요트를 타다
1618,6급,용례,명사,용례를 분석하다
1619,6급,용모,명사,용모가 단정하다
1620,6급,용법,명사,다양한 용법
1621,6급,용의자,명사,용의자를 잡다
1622,6급,용이하다,형용사,사용이 용이하다
1623,6급,용하다,형용사,용한 점쟁이
1624,6급,우거지다,동사,숲이 우거지다
1625,6급,우뇌00,명사,우뇌가 발달하다
1626,6급,우뚝,부사,우뚝 솟다
1627,6급,우러나다,동사,맛이 우러나다
1628,6급,우렁차다,형용사,우렁찬 외침
1640,6급,우호적01∙ 우호적02,관형사∙ 명사,우호적 태도
1630,6급,우선순위,명사,우선순위를 정하다
1631,6급,우성,명사,우성 유전자
1632,6급,우세,명사,압도적 우세
1633,6급,우스꽝스럽 다,형용사,우스꽝스러운 말투
1634,6급,우여곡절,명사,
1635,6급,우열00,명사,우열을 가리다
1636,6급,우월,명사,우월 의식
1637,6급,우위,명사,우위를 차지하다
1638,6급,우직하다,형용사,우직한 성격
1639,6급,우파,명사,우파 세력
1665,6급,원색적01∙ 원색적02,관형사∙ 명사,원색적 색깔
1641,6급,우후죽순,명사,
1642,6급,운용,명사,운용 자금
1643,6급,운항,명사,항공 운항
1644,6급,울렁거리다,동사,울렁거리는 가슴
1645,6급,울먹이다,동사,울먹이는 목소리
1646,6급,울부짖다,동사,울부짖는 목소리
1647,6급,울창하다,형용사,나무가 울창하다
1648,6급,울퉁불퉁,부사,울퉁불퉁 파이다
1649,6급,울퉁불퉁하다,형용사,길이 울퉁불퉁하다
1650,6급,움츠리다,동사,몸을 움츠리다
1651,6급,움켜잡다,동사,손을 움켜잡다
1652,6급,움켜쥐다,동사,주먹을 움켜쥐다
1653,6급,웃돌다,동사,평균을 웃돌다
1654,6급,웅성웅성,부사,웅성웅성 떠들다
1655,6급,웅장하다,형용사,폭포가 웅장하다
1656,6급,웅크리다,동사,어깨를 웅크리다
1657,6급,원-,접사,원자재
1658,6급,-원03,접사,유치원
1659,6급,원가,명사,제품 원가
1660,6급,원격,명사,원격 조종
1661,6급,원고01,명사,원고 변호사
1662,6급,원금,명사,원금 이자
1663,6급,원동력,명사,삶의 원동력
1664,6급,원료,명사,천연 원료
1680,6급,위생적01∙ 위생적02,관형사∙ 명사,위생적 관리
1666,6급,원시01,명사,원시 시대
1667,6급,원심력,명사,원심력을 이용하다
1668,6급,원어민,명사,원어민 교사
1669,6급,원조02,명사,원조 물자
1670,6급,원주민,명사,원주민을 내쫓다
1671,6급,원형01,명사,원형을 복원하다
1672,6급,원활,명사,소통이 원활하다
1673,6급,월간01,명사,월간 잡지
1674,6급,월차,명사,월차를 내다
1675,6급,웰빙00,명사,웰빙 식품
1676,6급,위계질서,명사,위계질서를 따르다
1677,6급,위독하다,형용사,생명이 위독하다
1678,6급,위력,명사,위력을 발휘하다
1679,6급,위상,명사,위상을 높이다
1724,6급,윤리적00,관형사∙ 명사,윤리적 가치관
1681,6급,위성,명사,위성을 쏘다
1682,6급,위안,명사,위안을 받다
1683,6급,위암,명사,위암 환자
1684,6급,위원,명사,선거 위원
1685,6급,위인01,명사,세계의 위인
1686,6급,위인02,명사,형편없는 위인
1687,6급,위조,명사,위조 여권
1688,6급,위축,명사,세포의 위축
1689,6급,위태롭다,형용사,목숨이 위태롭다
1690,6급,위화감,명사,위화감을 조성하다
1691,6급,유02,명사,유와 무
1692,6급,유가01,명사,유가를 인상하다
1693,6급,유감,명사,유감을 표명하다
1694,6급,유골,명사,유골이 안치되다
1695,6급,유권자,명사,유권자의 선택
1696,6급,유난스럽다,형용사,유난스러운 행동
1697,6급,유대감,명사,유대감을 형성하다
1698,6급,유도01,명사,유도 선수
1699,6급,유독02,부사,유독 심하다
1700,6급,유동,명사,유동 인구
1737,6급,의도적01∙ 의도적02,관형사∙ 명사,의도적 접근
1702,6급,유례,명사,유례가 없다
1703,6급,유발,명사,동기 유발
1704,6급,유비무환,명사,
1705,6급,유서02,명사,유서를 남기다
1706,6급,유세,명사,선거 유세
1707,6급,유식하다,형용사,유식한 사람
1708,6급,유언,명사,유언을 남기다
1709,6급,유언비어,명사,
1710,6급,유연성,명사,유연성을 기르다
1711,6급,유유상종,명사,
1712,6급,유일무이,명사,
1713,6급,유입,명사,지하수 유입
1714,6급,유전02,명사,가풍 유전
1715,6급,유전병,명사,유전병에 걸리다
1716,6급,유창성,명사,유창성을 기르다
1717,6급,유치02,명사,올림픽 유치
1718,6급,유포,명사,유언비어 유포
1719,6급,유학03,명사,유학을 공부하다
1720,6급,유행가,명사,유행가를 부르다
1721,6급,유흥비,명사,유흥비로 사용하다
1722,6급,유희,명사,유희 시설
1723,6급,육로,명사,육로로 이동하다
1738,6급,의례적01∙ 의례적02,관형사∙ 명사,의례적 행사
1725,6급,율동,명사,율동을 배우다
1726,6급,융통성,명사,융통성이 없다
1727,6급,융합,명사,융합 실험
1728,6급,으스대다,동사,으스대는 모습
1729,6급,은근히,부사,은근히 미워하다
1730,6급,은메달,명사,은메달을 따다
1731,6급,은사01,명사,대학 은사
1732,6급,은은하다,형용사,은은한 조명
1733,6급,음02,명사,음과 양
1734,6급,음모00,명사,음모를 꾸미다
1735,6급,음향,명사,음향 효과
1736,6급,의02,명사,의를 저버리다
1743,6급,의식적01∙ 의식적02,관형사∙ 명사,의식적 행동
1745,6급,의욕적01∙ 의욕적02,관형사∙ 명사,의욕적 자세
1739,6급,의뢰,명사,협조 의뢰
1740,6급,의리,명사,의리를 지키다
1741,6급,의생활,명사,의생활과 식생활
1742,6급,의술,명사,뛰어난 의술
1749,6급,의존적01∙ 의존적02,관형사∙ 명사,의존적 자세
1744,6급,의아하다,형용사,의아한 시선
1750,6급,의학적01∙ 의학적02,관형사∙ 명사,의학적 지식
1746,6급,의원02,명사,국회 의원
1747,6급,의젓하다,형용사,의젓한 태도
1748,6급,의존도,명사,의존도가 높다
1761,6급,이례적01∙ 이례적02,관형사∙ 명사,이례적 조치
1767,6급,이색적01∙ 이색적02,관형사∙ 명사,이색적 풍경
1751,6급,의향,명사,의향을 묻다
1752,6급,의혹,명사,의혹이 생기다
1753,6급,의회,명사,의회가 열리다
1754,6급,이견,명사,이견을 좁히다
1755,6급,이글거리다,동사,이글거리는 태양
1756,6급,이기심,명사,이기심을 버리다
1757,6급,이끌리다,동사,손에 이끌리다
1758,6급,이다00,동사,머리에 이다
1759,6급,이따금,부사,이따금 생각나다
1760,6급,이력,명사,이력이 화려하다
1788,6급,인격적00,관형사∙ 명사,인격적 존중
1762,6급,이를테면,부사,
1763,6급,이면01,명사,이면에 쓰다
1764,6급,이바지00,명사,사회에 이바지하다
1765,6급,이산가족,명사,이산가족 상봉
1766,6급,이상02,명사,이상을 실현하다
1789,6급,인공적00,관형사∙ 명사,인공적인 맛
1768,6급,이슬,명사,이슬이 맺히다
1769,6급,이식,명사,심장 이식
1770,6급,이심전심,명사,
1771,6급,이어받다,동사,전통을 이어받다
1772,6급,이왕이면,부사,
1773,6급,이윤,명사,이윤이 남다
1774,6급,이의02,명사,이의를 제기하다
1775,6급,이점,명사,지리적 이점
1776,6급,이제껏,부사,이제껏 돌아다니다
1777,6급,이주,명사,해외 이주
1778,6급,이주민,명사,이주민이 늘어나다
1779,6급,이직률,명사,이직률이 늘다
1780,6급,이탈,명사,항로 이탈
1781,6급,이해01,명사,이해를 따지다
1782,6급,이행02,명사,약속 이행
1783,6급,익명,명사,익명의 제보자
1784,6급,익살스럽다,형용사,익살스러운 표정
1785,6급,-인,접사,한국인
1786,6급,인간미,명사,인간미가 넘치다
1787,6급,인건비,명사,인건비가 비싸다
1792,6급,인도적01∙ 인도적02,관형사∙ 명사,인도적 차원
1796,6급,인위적01∙ 인위적02,관형사∙ 명사,인위적 모습
1790,6급,인권,명사,인권을 존중하다
1791,6급,인내,명사,인내로 극복하다
1797,6급,인적01∙인적02,관형사∙ 명사,인적 사항
1793,6급,인문학,명사,인문학을 공부하다
1794,6급,인산인해,명사,
1795,6급,인생관,명사,긍정적 인생관
